,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc,Total Distance,moving_group,weapon_group
3955412,fe2123e2d03a37,4b32879bee89a8,0721fe7199949c,0,0,336.1,2,0,0,22,1294,2,2,10.88,1813,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,32.66,1,1514,0.2083,32.66,<=10.00%,<=10.00%
3962709,17745661602ddc,91f985e5f9bc5c,599a98358a2601,0,1,479.3,0,0,5,3,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,1.0,0.0,<=10.00%,<=60.00%
3968348,d1865579208a9a,45b0b96489d8db,cc25bacb0d81ec,0,0,884.5,0,0,0,10,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3968871,9d8c317dab0dd3,41acc005312213,f23e6cc2405f62,1,0,346.5,2,1,0,18,0,2,1,9.123,1863,squad-fpp,28,27,1489,0,0.0,0,0.0,0,0,39.11,1,0,0.1481,39.11,<=10.00%,<=10.00%
3969790,5d336559df644d,8883fde1b8a849,e3cf26126d29c3,0,0,400.0,2,1,0,4,1641,4,2,4.782,1442,duo-fpp,49,46,-1,1,0.0,0,0.0,0,0,19.95,2,1499,0.2917,19.95,<=10.00%,<=20.00%
3983179,63e3ad5bdf4960,6b32b13aa9dbe2,3433e8e643688f,1,0,638.0,0,5,0,4,0,8,2,3.077,352,normal-squad-fpp,10,10,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.5556,0.0,<=10.00%,<=40.00%
3988953,132eed3f60295f,8c5115be85a2a7,7ae14295044ffe,0,0,475.1,0,0,0,3,0,0,0,0.0,1174,solo,19,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3991935,48b2b39dfbf088,a7fe4574c3a301,599a98358a2601,0,1,501.4,0,0,6,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3994417,0cf6724fa3114d,b8433dbda0706d,8b02b7e3a4f9d5,0,0,431.7,0,0,0,11,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3995377,867e4617039ab9,bc7764324a1311,f1c58444c21401,0,0,376.2,0,0,0,10,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4004938,dbae3e136ec8ef,5ccccee03a7f17,fc0bbecba8db99,3,2,480.2,7,2,1,32,1000,4,1,108.2,1796,normal-squad-fpp,11,11,-1,0,0.0,0,0.0,0,0,0.0,4,1500,0.6,0.0,<=10.00%,<=60.00%
4013938,33e7cff6a08de2,029617b7eaec06,cc25bacb0d81ec,0,0,357.9,0,0,0,1,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,1.0,0.0,<=10.00%,<=90.00%
4016120,04ae22038949bc,4ad8dab60e1537,ba83b020fd25b2,0,0,347.0,3,0,0,12,1076,3,3,7.857,1320,squad-fpp,31,30,-1,0,0.0,0,0.0,0,0,37.35,1,1460,0.1,37.35,<=10.00%,<=10.00%
4037381,72359e7c553ee4,21fd8481c7cee6,cb36fab737f9fd,0,0,344.3,0,0,0,12,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
4039064,19d4800fd0dcef,3f432655ec9017,d3af55d46bdcd6,0,0,347.3,3,2,0,9,0,3,2,10.9,1396,squad-fpp,29,28,1486,0,0.0,0,0.0,0,0,34.05,2,0,0.1071,34.05,<=10.00%,<=20.00%
4048488,4efe3359c30ce2,82665fce6b9ef3,1103516b2c9a34,0,0,400.0,4,1,0,4,1559,5,4,8.552,1380,squad-fpp,32,31,-1,0,0.0,0,0.0,0,0,41.53,2,1532,0.0323,41.53,<=10.00%,<=20.00%
4062471,426403bcbccae8,b8433dbda0706d,8b02b7e3a4f9d5,0,0,415.0,0,0,0,6,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
4079234,42c6a36c240c5c,dab7af99a68c74,d6544440471223,0,0,400.0,3,1,0,12,1352,3,3,10.28,1410,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,33.24,1,1455,0.0833,33.24,<=10.00%,<=10.00%
4098965,ea6bf8f8d7c5a8,496d24d9cb40b0,30e0890c911171,0,0,479.0,3,0,0,12,0,3,2,59.6,1456,squad,30,29,1340,0,0.0,0,0.0,0,0,18.85,1,0,0.1379,18.85,<=10.00%,<=10.00%
4125300,af931c9362fff4,ddfd237bb66857,2798696f6875d7,0,0,349.2,0,0,0,11,0,0,0,0.0,950,solo,20,1,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4126870,e7e3af124eaf44,d3d26793d097b7,4202c9c526d2ad,0,0,343.0,0,0,0,15,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4130726,be9d6db9a41022,5e3bf21547d3d4,f320af9730c29f,0,3,396.0,0,0,1,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
4140248,d9b1cdd17b17ce,00f76e98c6e6dd,03da8c737b3fe2,0,0,416.5,0,0,0,2,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,1.0,0.0,<=10.00%,<=90.00%
4140257,f651bba2c3ba4d,555dbfb90f7988,517c0875181976,0,0,395.2,2,0,0,23,1596,2,2,11.89,1460,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,40.68,1,1516,0.0625,40.68,<=10.00%,<=10.00%
4145567,dfffe21281dad1,f078ffc87411a7,df24bc9788bf0b,0,0,334.1,0,0,0,14,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
4156007,52f1be2cec759d,3360f5809b440b,d04ff89fe96c1c,1,0,344.5,2,0,0,7,1371,4,2,8.877,1878,duo-fpp,47,46,-1,0,0.0,0,0.0,0,0,25.29,1,1398,0.1304,25.29,<=10.00%,<=10.00%
4168868,a45507b98208ec,87dce9a2f87794,c5d0315d89cdbf,1,0,333.9,4,0,0,35,0,1,1,6.377,1891,squad,31,31,1344,1,0.0,0,0.0,0,0,34.99,1,0,0.0667,34.99,<=10.00%,<=10.00%
4169959,050ac9d4597b34,36286d96dbd0eb,01ad9ab6e931b8,0,0,393.6,0,0,0,12,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4178766,bbb66da851c6f7,9f12868c829831,3bbcac68010552,0,0,364.7,2,2,2,13,0,3,3,26.41,1384,squad,28,28,1496,0,0.0,0,0.0,0,0,27.21,1,0,0.0741,27.21,<=10.00%,<=10.00%
4184057,31c2070f9b584e,d2cd940986df56,17536a9f1481b5,0,0,473.0,0,0,0,8,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
4187432,1e39d9145f84fd,8e6dad004ce975,1878ddfa711536,0,0,536.7,0,0,0,10,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
4187585,86562772a02765,afad15c4f81158,015c7dc3bfecf6,0,0,346.9,0,0,0,13,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
4191306,8d52e20b943ecb,3189f032df1a6b,9dc98466b9594d,0,0,341.7,2,0,0,40,0,3,2,95.4,559,normal-squad-fpp,10,10,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.3333,0.0,<=10.00%,<=90.00%
4197381,ef9b1ff045b366,f3abc70716526e,e341afd3b9c5ea,0,0,669.6,0,0,0,7,0,0,0,0.0,1551,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
4207422,b7e88139b2f773,4e3dd15aad4af3,aa48812b7f6eb7,0,1,393.3,0,0,1,1,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,1.0,0.0,<=10.00%,<=40.00%
4210724,5635c5f92bf74e,93fdb8c2936930,818e099d16ef82,0,0,731.4,0,0,0,4,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,1.0,0.0,<=10.00%,<=90.00%
4244457,1cf85a420ed7cd,18e6656fb2e9fd,09dd68e04016d1,0,0,361.9,3,1,0,39,0,1,1,7.491,1329,squad,26,23,1478,0,0.0,0,0.0,0,0,35.03,1,0,0.0,35.03,<=10.00%,<=10.00%
4284056,faa643a5350253,4cf84dd0510737,64861f14df8d12,1,0,500.0,3,0,0,8,1260,4,3,19.82,1379,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,30.2,3,1446,0.2308,30.2,<=10.00%,<=40.00%
4295727,613e71582c47fe,c056f6da238496,141c041f1bf675,0,0,369.1,2,1,0,10,0,3,3,10.95,1377,squad-fpp,26,25,1431,0,0.0,0,0.0,0,0,27.38,1,0,0.04,27.38,<=10.00%,<=10.00%
4304177,e62d95a155d719,22818b9a9a6159,486200c5613f14,0,0,415.4,0,0,0,1,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,1.0,0.0,<=10.00%,<=70.00%
4324754,7a9fe5c4f4bc6d,2fb909218de0b1,fda32450218c77,0,0,548.0,0,0,0,5,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
4328268,47d25e17f78574,5d9cf2203f7212,3d17ad8fd30929,0,0,354.6,2,0,0,12,0,3,1,4.815,1904,squad-fpp,28,28,1427,1,0.0,0,0.0,0,0,39.07,2,0,0.037,39.07,<=10.00%,<=20.00%
4332255,9baf93bf20ca23,bba30ed198cd8e,f014d3a97e700d,0,0,396.0,0,0,0,5,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4333560,81b91d76aac387,8925db2f6ef4ce,9b3e64b9e01f81,1,0,348.4,3,2,0,24,1442,2,2,36.11,1789,squad,27,26,-1,0,0.0,0,0.0,0,0,41.73,1,1496,0.0,41.73,<=10.00%,<=10.00%
4337121,65913e215ddaf9,9d010232fd5264,2c7ee565a600c6,0,0,396.0,0,0,0,2,0,0,0,0.0,1719,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
4352667,800fb29427e0f0,d4e51769f062b6,ea31f72fb8b639,0,0,575.2,0,0,0,10,0,0,0,0.0,1808,solo,11,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4355295,e982d1cdf4c2d5,5a6ed4dd7fb18b,8430bd008e0da8,0,0,443.9,0,0,0,1,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,1.0,0.0,<=10.00%,<=60.00%
4355426,5c99ac431a610f,a81a17e769f97b,89658ff71373e0,0,0,382.9,0,0,1,3,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
4367549,937140195287ce,1bb3a2ade6d7c0,e86d1f1b159623,0,0,369.8,3,1,0,9,1130,3,3,1.277,1891,squad,24,21,-1,0,0.0,0,0.0,0,0,5.67,0,1530,0.087,5.67,<=10.00%,<=10.00%
4370123,e4d250142a9759,77a033ebd79859,3968ebcef3bf3a,0,0,339.5,0,1,0,18,0,3,2,7.836,899,normal-solo-fpp,16,12,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.8,0.0,<=10.00%,<=60.00%
4376342,a4daf0526eaf15,5177168c7eeea3,2632a6006dc6bf,0,0,396.2,2,2,0,21,0,2,2,5.37,1382,duo,50,49,1482,1,0.0,0,0.0,0,0,25.56,2,0,0.1633,25.56,<=10.00%,<=20.00%
4380825,0d13b66095371f,c98239253d4f3f,baf6cf44ed2aec,0,0,403.0,0,0,0,14,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4385883,200b66a8b935f5,259e60e9f2bbb9,aa48812b7f6eb7,0,0,465.0,0,0,0,19,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
4401502,2fb5375595838a,8c5115be85a2a7,7ae14295044ffe,0,2,462.7,0,0,3,4,0,0,0,0.0,1174,solo,19,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
4402178,cf9d59ce1baa52,ad925e94828b47,7da4ac04a13e13,0,0,375.6,0,0,0,10,0,0,0,0.0,1703,solo,17,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
4405640,9fcacf50e469c6,9acf33c47c5c9e,f6466a2c8d7c21,0,0,342.1,0,1,0,14,1610,3,2,58.17,1431,solo-fpp,94,93,-1,0,0.0,0,0.0,0,0,9.957,1,1319,0.0968,9.957,<=10.00%,<=10.00%
4414840,3a838d395822aa,8d1c6d8dabf91f,bad3c3b366e139,0,0,512.2,0,0,0,11,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
4416023,b0fbae39d79476,7fb3a83ebb050d,838cb9a3c94598,4,0,375.3,0,0,0,44,0,1,1,14.33,1195,normal-squad-fpp,8,8,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.7143,0.0,<=10.00%,<=90.00%
4418024,b905ff9e7de194,a33164b44de477,4a0c4ebc9676bf,0,0,360.1,0,0,0,15,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
4418926,aea9e2c651a06c,5fd7619cd85153,7470f0d1d5938c,0,0,495.0,0,0,0,12,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
4423018,f772d7a2be33c2,598091d47a7841,0600f86f11c6e4,1,0,518.9,6,2,0,9,0,6,2,57.39,583,normal-squad,6,6,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.6,0.0,<=10.00%,<=60.00%
4426500,8cbbe7d8126929,48e0c07e1689f8,88b2a2980a3713,3,2,1065.0,0,3,6,15,0,10,3,65.45,899,normal-squad-fpp,8,8,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.8571,0.0,<=10.00%,<=90.00%
4427895,bdc24716aa0fcc,2b0291ea27e624,0b08d1f70bc0e4,0,0,361.6,1,1,0,10,1648,3,2,8.905,1914,duo-fpp,41,38,-1,0,0.0,0,0.0,1,0,42.08,1,1542,0.2,42.08,<=10.00%,<=10.00%
4431105,7375af0de1f60c,96a5ad65f1d7a9,95f3066785de2a,0,0,435.7,0,0,0,8,0,0,0,0.0,1721,solo,17,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
